model_2008,displ_2008,cyl_2008,trans_2008,drive_2008,fuel_2008,veh_class_2008,air_pollut_2008,city_mpg_2008,hwy_mpg_2008,cmb_mpg_2008,greenhouse_2008,smartway_2008,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,_merge
PORSCHE Boxster,2.7,6,Man-5,2WD,Gasoline,small car,7.0,20.0,29.0,23.0,7,yes,PORSCHE Boxster,2.0,4.0,Man-6,2WD,Gasoline,small car,3.0,21.0,28.0,24.0,5.0,No,both
PORSCHE Boxster S,3.4,6,Auto-L5,2WD,Gasoline,small car,7.0,18.0,25.0,21.0,6,yes,PORSCHE Boxster S,2.5,4.0,AMS-7,2WD,Gasoline,small car,3.0,21.0,28.0,24.0,5.0,No,both
PORSCHE Boxster S,3.4,6,Auto-L5,2WD,Gasoline,small car,7.0,18.0,25.0,21.0,6,yes,PORSCHE Boxster S,2.5,4.0,Man-6,2WD,Gasoline,small car,3.0,20.0,26.0,22.0,4.0,No,both
PORSCHE Boxster S,3.4,6,Man-6,2WD,Gasoline,small car,7.0,18.0,26.0,21.0,6,yes,PORSCHE Boxster S,2.5,4.0,AMS-7,2WD,Gasoline,small car,3.0,21.0,28.0,24.0,5.0,No,both
PORSCHE Boxster S,3.4,6,Man-6,2WD,Gasoline,small car,7.0,18.0,26.0,21.0,6,yes,PORSCHE Boxster S,2.5,4.0,Man-6,2WD,Gasoline,small car,3.0,20.0,26.0,22.0,4.0,No,both
PORSCHE Carrera Cabriolet,3.6,6,Auto-L5,4WD,Gasoline,small car,6.0,17.0,24.0,19.0,5,no,,,,,,,,,,,,,,left_only
PORSCHE Carrera Cabriolet,3.6,6,Man-6,4WD,Gasoline,small car,6.0,17.0,25.0,20.0,6,no,,,,,,,,,,,,,,left_only
PORSCHE Carrera Cabriolet,3.6,6,Auto-L5,2WD,Gasoline,small car,6.0,18.0,24.0,20.0,6,no,,,,,,,,,,,,,,left_only
PORSCHE Carrera Cabriolet,3.6,6,Man-6,2WD,Gasoline,small car,6.0,18.0,26.0,21.0,6,no,,,,,,,,,,,,,,left_only
PORSCHE Carrera Coupe,3.6,6,Auto-L5,4WD,Gasoline,small car,6.0,17.0,24.0,19.0,5,no,,,,,,,,,,,,,,left_only
PORSCHE Carrera Coupe,3.6,6,Man-6,4WD,Gasoline,small car,6.0,17.0,25.0,20.0,6,no,,,,,,,,,,,,,,left_only
PORSCHE Carrera Coupe,3.6,6,Auto-L5,2WD,Gasoline,small car,6.0,18.0,24.0,20.0,6,no,,,,,,,,,,,,,,left_only
PORSCHE Carrera Coupe,3.6,6,Man-6,2WD,Gasoline,small car,6.0,18.0,26.0,21.0,6,no,,,,,,,,,,,,,,left_only
PORSCHE Carrera Targa,3.6,6,Auto-L5,4WD,Gasoline,small car,6.0,17.0,24.0,19.0,5,no,,,,,,,,,,,,,,left_only
PORSCHE Carrera Targa,3.6,6,Man-6,4WD,Gasoline,small car,6.0,17.0,25.0,20.0,6,no,,,,,,,,,,,,,,left_only
PORSCHE Cayenne,3.6,6,Man-6,4WD,Gasoline,SUV,6.0,14.0,20.0,16.0,4,no,,,,,,,,,,,,,,left_only
PORSCHE Cayenne,3.6,6,Auto-L6,4WD,Gasoline,SUV,6.0,14.0,20.0,16.0,4,no,,,,,,,,,,,,,,left_only
PORSCHE Cayenne S,4.8,8,Auto-L6,4WD,Gasoline,SUV,7.0,13.0,19.0,15.0,3,no,PORSCHE Cayenne S,3.6,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,17.0,24.0,20.0,4.0,No,both
PORSCHE Cayenne Turbo,4.8,8,Auto-L6,4WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2,no,,,,,,,,,,,,,,left_only
PORSCHE Cayman,2.7,6,Auto-L5,2WD,Gasoline,small car,7.0,19.0,26.0,21.0,6,yes,,,,,,,,,,,,,,left_only
PORSCHE Cayman,2.7,6,Man-6,2WD,Gasoline,small car,7.0,19.0,28.0,22.0,6,yes,,,,,,,,,,,,,,left_only
PORSCHE Cayman,2.7,6,Man-5,2WD,Gasoline,small car,7.0,20.0,29.0,23.0,7,yes,,,,,,,,,,,,,,left_only
PORSCHE Cayman S,3.4,6,Auto-L5,2WD,Gasoline,small car,7.0,18.0,25.0,21.0,6,yes,,,,,,,,,,,,,,left_only
PORSCHE Cayman S,3.4,6,Man-6,2WD,Gasoline,small car,7.0,18.0,26.0,21.0,6,yes,,,,,,,,,,,,,,left_only
ROLLS-ROYCE Phantom,6.7,12,Auto-S6,2WD,Gasoline,midsize car,6.0,13.0,19.0,15.0,3,no,,,,,,,,,,,,,,left_only
ROLLS-ROYCE Phantom,6.7,12,Auto-S6,2WD,Gasoline,small car,6.0,13.0,19.0,15.0,3,no,,,,,,,,,,,,,,left_only
ROUSH Stage 3 F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,11.0,15.0,13.0,1,no,,,,,,,,,,,,,,left_only
ROUSH Stage 3 F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7.0,11.0,15.0,13.0,1,no,,,,,,,,,,,,,,left_only
ROUSH Stage 3 Mustang,4.6,8,Auto-L5,2WD,Gasoline,small car,7.0,14.0,20.0,16.0,4,no,,,,,,,,,,,,,,left_only
ROUSH Stage 3 Mustang,4.6,8,Man-5,2WD,Gasoline,small car,7.0,15.0,20.0,17.0,4,no,,,,,,,,,,,,,,left_only
SAAB 9-3 Convertible,2.0,4,Auto-S5,2WD,Gasoline,small car,6.0,18.0,24.0,20.0,6,no,,,,,,,,,,,,,,left_only
SAAB 9-3 Convertible,2.0,4,Man-6,2WD,Gasoline,small car,6.0,18.0,27.0,22.0,6,no,,,,,,,,,,,,,,left_only
SAAB 9-3 Convertible,2.8,6,Auto-S6,2WD,Gasoline,small car,6.0,15.0,24.0,18.0,5,no,,,,,,,,,,,,,,left_only
SAAB 9-3 Convertible,2.8,6,Man-6,2WD,Gasoline,small car,6.0,16.0,26.0,19.0,5,no,,,,,,,,,,,,,,left_only
SAAB 9-3 Sport Sedan,2.0,4,Auto-S5,2WD,Gasoline,small car,6.0,19.0,26.0,21.0,6,no,,,,,,,,,,,,,,left_only
SAAB 9-3 Sport Sedan,2.0,4,Man-6,2WD,Gasoline,small car,6.0,19.0,29.0,23.0,7,yes,,,,,,,,,,,,,,left_only
SAAB 9-3 Sport Sedan,2.8,6,Auto-S6,2WD,Gasoline,small car,6.0,15.0,24.0,18.0,5,no,,,,,,,,,,,,,,left_only
SAAB 9-3 Sport Sedan,2.8,6,Man-6,2WD,Gasoline,small car,6.0,16.0,26.0,19.0,5,no,,,,,,,,,,,,,,left_only
SAAB 9-3 Sportcombi,2.0,4,Auto-S5,2WD,Gasoline,station wagon,6.0,18.0,24.0,20.0,6,no,,,,,,,,,,,,,,left_only
SAAB 9-3 Sportcombi,2.0,4,Man-6,2WD,Gasoline,station wagon,6.0,19.0,29.0,23.0,7,yes,,,,,,,,,,,,,,left_only
SAAB 9-3 Sportcombi,2.8,6,Auto-S6,2WD,Gasoline,station wagon,6.0,15.0,24.0,18.0,5,no,,,,,,,,,,,,,,left_only
SAAB 9-3 Sportcombi,2.8,6,Man-6,2WD,Gasoline,station wagon,6.0,16.0,26.0,19.0,5,no,,,,,,,,,,,,,,left_only
SAAB 9-5,2.3,4,Auto-S5,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,,,,,,,,,,,,,,left_only
SAAB 9-5,2.3,4,Man-5,2WD,Gasoline,midsize car,6.0,18.0,28.0,21.0,6,no,,,,,,,,,,,,,,left_only
SAAB 9-5 Sportcombi,2.3,4,Auto-S5,2WD,Gasoline,station wagon,6.0,17.0,26.0,20.0,6,no,,,,,,,,,,,,,,left_only
SAAB 9-5 Sportcombi,2.3,4,Man-5,2WD,Gasoline,station wagon,6.0,18.0,28.0,21.0,6,no,,,,,,,,,,,,,,left_only
SAAB 9-7X,5.3,8,Auto-L4,4WD,Gasoline,SUV,6.0,13.0,19.0,16.0,4,no,,,,,,,,,,,,,,left_only
SAAB 9-7X,6.0,8,Auto-L4,4WD,Gasoline,SUV,6.0,12.0,16.0,13.0,1,no,,,,,,,,,,,,,,left_only
SALEEN S281,5.0,8,Man-6,2WD,Gasoline,small car,6.0,12.0,18.0,14.0,2,no,,,,,,,,,,,,,,left_only
SATURN Aura,3.5,6,Auto-L4,2WD,Gasoline,midsize car,7.0,18.0,29.0,22.0,6,yes,,,,,,,,,,,,,,left_only
SATURN Aura,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6.0,22.0,30.0,25.0,7,yes,,,,,,,,,,,,,,left_only
SATURN Aura,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,,,,,,,,,,,,,,left_only
SATURN Aura Hybrid,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6.0,24.0,32.0,27.0,8,yes,,,,,,,,,,,,,,left_only
SATURN Outlook,3.6,6,Auto-L6,2WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,,,,,,,,,,,,,,left_only
SATURN Outlook,3.6,6,Auto-L6,4WD,Gasoline,SUV,6.0,16.0,22.0,18.0,5,no,,,,,,,,,,,,,,left_only
SATURN Sky,2.0,4,Auto-L5,2WD,Gasoline,small car,6.0,19.0,26.0,21.0,6,no,,,,,,,,,,,,,,left_only
SATURN Sky,2.0,4,Man-5,2WD,Gasoline,small car,6.0,19.0,28.0,22.0,6,no,,,,,,,,,,,,,,left_only
SATURN Sky,2.4,4,Auto-L5,2WD,Gasoline,small car,6.0,19.0,24.0,21.0,6,no,,,,,,,,,,,,,,left_only
SATURN Sky,2.4,4,Man-5,2WD,Gasoline,small car,6.0,19.0,25.0,21.0,6,no,,,,,,,,,,,,,,left_only
SATURN Vue,3.5,6,Auto-L6,4WD,Gasoline,SUV,6.0,15.0,22.0,17.0,4,no,,,,,,,,,,,,,,left_only
SATURN Vue,3.6,6,Auto-L6,2WD,Gasoline,SUV,6.0,16.0,23.0,19.0,5,no,,,,,,,,,,,,,,left_only
SATURN Vue,3.6,6,Auto-S6,2WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5,no,,,,,,,,,,,,,,left_only
SATURN Vue,3.6,6,Auto-L6,4WD,Gasoline,SUV,6.0,16.0,22.0,18.0,5,no,,,,,,,,,,,,,,left_only
SATURN Vue,3.6,6,Auto-S6,4WD,Gasoline,SUV,6.0,16.0,22.0,18.0,5,no,,,,,,,,,,,,,,left_only
SHELBY Mustang GT,4.6,8,Man-5,2WD,Gasoline,small car,6.0,15.0,22.0,17.0,4,no,,,,,,,,,,,,,,left_only
SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,9.5,20.0,26.0,22.0,6,yes,SUBARU Forester,2.0,4.0,SCV-8,4WD,Gasoline,small SUV,1.0,23.0,27.0,25.0,5.0,No,both
SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,9.5,20.0,26.0,22.0,6,yes,SUBARU Forester,2.5,4.0,Man-6,4WD,Gasoline,small SUV,7.0,22.0,28.0,24.0,5.0,No,both
SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,9.5,20.0,26.0,22.0,6,yes,SUBARU Forester,2.5,4.0,SCV-6,4WD,Gasoline,small SUV,7.0,26.0,32.0,28.0,6.0,No,both
SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,9.5,20.0,27.0,22.0,6,yes,SUBARU Forester,2.0,4.0,SCV-8,4WD,Gasoline,small SUV,1.0,23.0,27.0,25.0,5.0,No,both
SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,9.5,20.0,27.0,22.0,6,yes,SUBARU Forester,2.5,4.0,Man-6,4WD,Gasoline,small SUV,7.0,22.0,28.0,24.0,5.0,No,both
SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,9.5,20.0,27.0,22.0,6,yes,SUBARU Forester,2.5,4.0,SCV-6,4WD,Gasoline,small SUV,7.0,26.0,32.0,28.0,6.0,No,both
SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,6.0,18.0,23.0,20.0,6,no,SUBARU Forester,2.0,4.0,SCV-8,4WD,Gasoline,small SUV,1.0,23.0,27.0,25.0,5.0,No,both
SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,6.0,18.0,23.0,20.0,6,no,SUBARU Forester,2.5,4.0,Man-6,4WD,Gasoline,small SUV,7.0,22.0,28.0,24.0,5.0,No,both
SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,6.0,18.0,23.0,20.0,6,no,SUBARU Forester,2.5,4.0,SCV-6,4WD,Gasoline,small SUV,7.0,26.0,32.0,28.0,6.0,No,both
SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,6.0,19.0,25.0,21.0,6,no,SUBARU Forester,2.0,4.0,SCV-8,4WD,Gasoline,small SUV,1.0,23.0,27.0,25.0,5.0,No,both
SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,6.0,19.0,25.0,21.0,6,no,SUBARU Forester,2.5,4.0,Man-6,4WD,Gasoline,small SUV,7.0,22.0,28.0,24.0,5.0,No,both
SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,6.0,19.0,25.0,21.0,6,no,SUBARU Forester,2.5,4.0,SCV-6,4WD,Gasoline,small SUV,7.0,26.0,32.0,28.0,6.0,No,both
SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,6.0,20.0,26.0,22.0,6,no,SUBARU Forester,2.0,4.0,SCV-8,4WD,Gasoline,small SUV,1.0,23.0,27.0,25.0,5.0,No,both
SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,6.0,20.0,26.0,22.0,6,no,SUBARU Forester,2.5,4.0,Man-6,4WD,Gasoline,small SUV,7.0,22.0,28.0,24.0,5.0,No,both
SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,6.0,20.0,26.0,22.0,6,no,SUBARU Forester,2.5,4.0,SCV-6,4WD,Gasoline,small SUV,7.0,26.0,32.0,28.0,6.0,No,both
SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,6.0,20.0,27.0,22.0,6,no,SUBARU Forester,2.0,4.0,SCV-8,4WD,Gasoline,small SUV,1.0,23.0,27.0,25.0,5.0,No,both
SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,6.0,20.0,27.0,22.0,6,no,SUBARU Forester,2.5,4.0,Man-6,4WD,Gasoline,small SUV,7.0,22.0,28.0,24.0,5.0,No,both
SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,6.0,20.0,27.0,22.0,6,no,SUBARU Forester,2.5,4.0,SCV-6,4WD,Gasoline,small SUV,7.0,26.0,32.0,28.0,6.0,No,both
SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6.0,19.0,25.0,21.0,6,no,SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,midsize car,7.0,24.0,32.0,27.0,6.0,No,both
SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6.0,19.0,25.0,21.0,6,no,SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,station wagon,7.0,24.0,31.0,26.0,5.0,No,both
SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6.0,19.0,25.0,21.0,6,no,SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,midsize car,7.0,28.0,38.0,32.0,7.0,Yes,both
SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6.0,19.0,25.0,21.0,6,no,SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,station wagon,7.0,28.0,37.0,31.0,7.0,Yes,both
SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6.0,20.0,25.0,22.0,6,no,SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,midsize car,7.0,24.0,32.0,27.0,6.0,No,both
SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6.0,20.0,25.0,22.0,6,no,SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,station wagon,7.0,24.0,31.0,26.0,5.0,No,both
SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6.0,20.0,25.0,22.0,6,no,SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,midsize car,7.0,28.0,38.0,32.0,7.0,Yes,both
SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6.0,20.0,25.0,22.0,6,no,SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,station wagon,7.0,28.0,37.0,31.0,7.0,Yes,both
SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6.0,20.0,27.0,22.0,6,no,SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,midsize car,7.0,24.0,32.0,27.0,6.0,No,both
SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6.0,20.0,27.0,22.0,6,no,SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,station wagon,7.0,24.0,31.0,26.0,5.0,No,both
SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6.0,20.0,27.0,22.0,6,no,SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,midsize car,7.0,28.0,38.0,32.0,7.0,Yes,both
SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6.0,20.0,27.0,22.0,6,no,SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,station wagon,7.0,28.0,37.0,31.0,7.0,Yes,both
SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6.0,20.0,27.0,22.0,6,no,SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,midsize car,7.0,24.0,32.0,27.0,6.0,No,both
SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6.0,20.0,27.0,22.0,6,no,SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,station wagon,7.0,24.0,31.0,26.0,5.0,No,both
SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6.0,20.0,27.0,22.0,6,no,SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,midsize car,7.0,28.0,38.0,32.0,7.0,Yes,both
SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6.0,20.0,27.0,22.0,6,no,SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,station wagon,7.0,28.0,37.0,31.0,7.0,Yes,both
SUBARU Impreza Wagon,2.5,4,Man-6,4WD,Gasoline,station wagon,6.0,17.0,23.0,19.0,5,no,,,,,,,,,,,,,,left_only
SUBARU Impreza Wagon,2.5,4,Man-5,4WD,Gasoline,station wagon,6.0,19.0,25.0,21.0,6,no,,,,,,,,,,,,,,left_only
SUBARU Impreza Wagon,2.5,4,Auto-S4,4WD,Gasoline,station wagon,6.0,20.0,25.0,22.0,6,no,,,,,,,,,,,,,,left_only
SUBARU Impreza Wagon,2.5,4,Man-5,4WD,Gasoline,station wagon,6.0,20.0,27.0,22.0,6,no,,,,,,,,,,,,,,left_only
SUBARU Impreza Wagon,2.5,4,Auto-S4,4WD,Gasoline,station wagon,6.0,20.0,27.0,22.0,6,no,,,,,,,,,,,,,,left_only
SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,9.5,20.0,27.0,22.0,6,yes,SUBARU Legacy,2.5,4.0,SCV-7,4WD,Gasoline,midsize car,7.0,25.0,34.0,29.0,6.0,No,both
SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,9.5,20.0,27.0,22.0,6,yes,SUBARU Legacy,3.6,6.0,SCV-6,4WD,Gasoline,midsize car,3.0,20.0,28.0,23.0,5.0,No,both
SUBARU Legacy,2.5,4,Auto-S4,4WD,Gasoline,small car,9.5,20.0,27.0,22.0,6,yes,SUBARU Legacy,2.5,4.0,SCV-7,4WD,Gasoline,midsize car,7.0,25.0,34.0,29.0,6.0,No,both
SUBARU Legacy,2.5,4,Auto-S4,4WD,Gasoline,small car,9.5,20.0,27.0,22.0,6,yes,SUBARU Legacy,3.6,6.0,SCV-6,4WD,Gasoline,midsize car,3.0,20.0,28.0,23.0,5.0,No,both
SUBARU Legacy,2.5,4,Man-6,4WD,Gasoline,small car,6.0,17.0,24.0,20.0,6,no,SUBARU Legacy,2.5,4.0,SCV-7,4WD,Gasoline,midsize car,7.0,25.0,34.0,29.0,6.0,No,both
SUBARU Legacy,2.5,4,Man-6,4WD,Gasoline,small car,6.0,17.0,24.0,20.0,6,no,SUBARU Legacy,3.6,6.0,SCV-6,4WD,Gasoline,midsize car,3.0,20.0,28.0,23.0,5.0,No,both
SUBARU Legacy,2.5,4,Auto-S5,4WD,Gasoline,small car,6.0,18.0,24.0,20.0,6,no,SUBARU Legacy,2.5,4.0,SCV-7,4WD,Gasoline,midsize car,7.0,25.0,34.0,29.0,6.0,No,both
SUBARU Legacy,2.5,4,Auto-S5,4WD,Gasoline,small car,6.0,18.0,24.0,20.0,6,no,SUBARU Legacy,3.6,6.0,SCV-6,4WD,Gasoline,midsize car,3.0,20.0,28.0,23.0,5.0,No,both
SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,6.0,19.0,25.0,21.0,6,no,SUBARU Legacy,2.5,4.0,SCV-7,4WD,Gasoline,midsize car,7.0,25.0,34.0,29.0,6.0,No,both
SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,6.0,19.0,25.0,21.0,6,no,SUBARU Legacy,3.6,6.0,SCV-6,4WD,Gasoline,midsize car,3.0,20.0,28.0,23.0,5.0,No,both
SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,6.0,20.0,27.0,22.0,6,no,SUBARU Legacy,2.5,4.0,SCV-7,4WD,Gasoline,midsize car,7.0,25.0,34.0,29.0,6.0,No,both
SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,6.0,20.0,27.0,22.0,6,no,SUBARU Legacy,3.6,6.0,SCV-6,4WD,Gasoline,midsize car,3.0,20.0,28.0,23.0,5.0,No,both
SUBARU Legacy,2.5,4,Auto-S4,4WD,Gasoline,small car,6.0,20.0,27.0,22.0,6,no,SUBARU Legacy,2.5,4.0,SCV-7,4WD,Gasoline,midsize car,7.0,25.0,34.0,29.0,6.0,No,both
SUBARU Legacy,2.5,4,Auto-S4,4WD,Gasoline,small car,6.0,20.0,27.0,22.0,6,no,SUBARU Legacy,3.6,6.0,SCV-6,4WD,Gasoline,midsize car,3.0,20.0,28.0,23.0,5.0,No,both
SUBARU Legacy,3.0,6,Auto-S5,4WD,Gasoline,small car,6.0,17.0,24.0,20.0,6,no,SUBARU Legacy,2.5,4.0,SCV-7,4WD,Gasoline,midsize car,7.0,25.0,34.0,29.0,6.0,No,both
SUBARU Legacy,3.0,6,Auto-S5,4WD,Gasoline,small car,6.0,17.0,24.0,20.0,6,no,SUBARU Legacy,3.6,6.0,SCV-6,4WD,Gasoline,midsize car,3.0,20.0,28.0,23.0,5.0,No,both
SUBARU Outback Sport,2.5,4,Man-6,4WD,Gasoline,station wagon,6.0,17.0,23.0,19.0,5,no,,,,,,,,,,,,,,left_only
SUBARU Outback Sport,2.5,4,Man-5,4WD,Gasoline,station wagon,6.0,19.0,25.0,21.0,6,no,,,,,,,,,,,,,,left_only
SUBARU Outback Sport,2.5,4,Auto-S4,4WD,Gasoline,station wagon,6.0,20.0,25.0,22.0,6,no,,,,,,,,,,,,,,left_only
SUBARU Outback Sport,2.5,4,Man-5,4WD,Gasoline,station wagon,6.0,20.0,27.0,22.0,6,no,,,,,,,,,,,,,,left_only
SUBARU Outback Sport,2.5,4,Auto-S4,4WD,Gasoline,station wagon,6.0,20.0,27.0,22.0,6,no,,,,,,,,,,,,,,left_only
SUBARU Outback Wagon,2.5,4,Man-5,4WD,Gasoline,SUV,9.5,19.0,26.0,22.0,6,yes,,,,,,,,,,,,,,left_only
SUBARU Outback Wagon,2.5,4,Auto-S4,4WD,Gasoline,SUV,9.5,20.0,26.0,22.0,6,yes,,,,,,,,,,,,,,left_only
SUBARU Outback Wagon,2.5,4,Auto-S5,4WD,Gasoline,SUV,6.0,18.0,24.0,20.0,6,no,,,,,,,,,,,,,,left_only
SUBARU Outback Wagon,2.5,4,Man-5,4WD,Gasoline,SUV,6.0,18.0,24.0,20.0,6,no,,,,,,,,,,,,,,left_only
SUBARU Outback Wagon,2.5,4,Man-5,4WD,Gasoline,SUV,6.0,19.0,26.0,22.0,6,no,,,,,,,,,,,,,,left_only
SUBARU Outback Wagon,2.5,4,Auto-S4,4WD,Gasoline,SUV,6.0,20.0,26.0,22.0,6,no,,,,,,,,,,,,,,left_only
SUBARU Outback Wagon,3.0,6,Auto-S5,4WD,Gasoline,SUV,6.0,17.0,24.0,20.0,6,no,,,,,,,,,,,,,,left_only
SUBARU Tribeca,3.6,6,Auto-S5,4WD,Gasoline,SUV,6.0,16.0,21.0,18.0,5,no,,,,,,,,,,,,,,left_only
SUZUKI Grand Vitara,2.7,6,Man-5,2WD,Gasoline,SUV,6.0,16.0,22.0,18.0,5,no,,,,,,,,,,,,,,left_only
SUZUKI Grand Vitara,2.7,6,Auto-L5,2WD,Gasoline,SUV,6.0,17.0,22.0,19.0,5,no,,,,,,,,,,,,,,left_only
SUZUKI Grand Vitara,2.7,6,Man-5,4WD,Gasoline,SUV,6.0,16.0,21.0,18.0,5,no,,,,,,,,,,,,,,left_only
SUZUKI Grand Vitara,2.7,6,Auto-L5,4WD,Gasoline,SUV,6.0,17.0,21.0,19.0,5,no,,,,,,,,,,,,,,left_only
SUZUKI SX4,2.0,4,Man-5,2WD,Gasoline,small car,6.0,22.0,30.0,25.0,7,yes,,,,,,,,,,,,,,left_only
SUZUKI SX4,2.0,4,Auto-L4,2WD,Gasoline,small car,6.0,23.0,31.0,26.0,8,yes,,,,,,,,,,,,,,left_only
SUZUKI SX4,2.0,4,Man-5,4WD,Gasoline,station wagon,6.0,21.0,28.0,24.0,7,yes,,,,,,,,,,,,,,left_only
SUZUKI SX4,2.0,4,Auto-L4,4WD,Gasoline,station wagon,6.0,21.0,28.0,24.0,7,yes,,,,,,,,,,,,,,left_only
SUZUKI SX4,2.0,4,Man-5,2WD,Gasoline,station wagon,6.0,22.0,30.0,25.0,7,yes,,,,,,,,,,,,,,left_only
SUZUKI SX4,2.0,4,Auto-L4,2WD,Gasoline,station wagon,6.0,22.0,30.0,25.0,7,yes,,,,,,,,,,,,,,left_only
TOYOTA 4Runner,4.7,8,Auto-L5,2WD,Gasoline,SUV,7.0,15.0,19.0,17.0,4,no,TOYOTA 4Runner,4.0,6.0,SemiAuto-5,2WD,Gasoline,standard SUV,3.0,17.0,21.0,18.0,3.0,No,both
TOYOTA 4Runner,4.7,8,Auto-L5,2WD,Gasoline,SUV,7.0,15.0,19.0,17.0,4,no,TOYOTA 4Runner,4.0,6.0,SemiAuto-5,4WD,Gasoline,standard SUV,3.0,17.0,20.0,18.0,3.0,No,both
TOYOTA 4Runner,4.7,8,Auto-L5,4WD,Gasoline,SUV,7.0,14.0,17.0,15.0,3,no,TOYOTA 4Runner,4.0,6.0,SemiAuto-5,2WD,Gasoline,standard SUV,3.0,17.0,21.0,18.0,3.0,No,both
TOYOTA 4Runner,4.7,8,Auto-L5,4WD,Gasoline,SUV,7.0,14.0,17.0,15.0,3,no,TOYOTA 4Runner,4.0,6.0,SemiAuto-5,4WD,Gasoline,standard SUV,3.0,17.0,20.0,18.0,3.0,No,both
